group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,13516,-100,王永,王永 (13516) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1783,100,王贄,王贄 (1783) - Ego,entry,7,宋,0,0,
x6,y2,37979,-80,丘氏(王贄妻),丘氏(王贄妻) (37979) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,1810,40,王罕,王罕 (1810) - Son,,8,宋,,,恩蔭(籠統)
x4,y1,3979,40,王覃,王覃 (3979) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,13515,40,王準,王準 (13515) - Son,,0,,,,
x7,y1,8001,20,晁宗愨,晁宗愨 (8001) - Son-in-law,,0,,,,
x8,y1,1845,40,王珪,王珪 (1845) - Grandson,,30,宋,1019,1085,科舉: 進士(籠統) (1042)
