group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,12850,-100,王代恕,王代恕 (12850) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,5209,-40,李氏(王代恕妻),李氏(王代恕妻) (5209) - Mother,,0,,,,
x7,y3,45904,-40,李氏(王代恕妻),李氏(王代恕妻) (45904) - Mother,,0,,,,
x8,y3,,0,,,,0,,,,
x1,y2,7039,40,李格非,李格非 (7039) - Granddaughter's husband,,0,,,,
x2,y2,22236,-20,王拱安,王拱安 (22236) - Elder brother,,0,,,,
x3,y2,803,-20,薛奎,薛奎 (803) - Second wife's father,,10,宋,967,1034,科舉: 進士(籠統) (992)
x4,y2,803,-20,薛奎,薛奎 (803) - First wife's father,,10,宋,967,1034,科舉: 進士(籠統) (992)
x5,y2,1847,100,王拱辰,王拱辰 (1847) - Ego,entry,14,宋,1012,1085,科舉: 進士(籠統) (1030)
x6,y2,37628,-80,薛氏(王拱辰妻),薛氏(王拱辰妻) (37628) - Wife,,0,,,,
x7,y2,45905,-80,薛氏(王拱辰妻),薛氏(王拱辰妻) (45905) - Wife,,0,,,,
x8,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,1314,20,呂公著,呂公著 (1314) - Son-in-law,,27,宋,1018,1089,科舉: 進士(籠統) (1042)
x4,y1,3648,20,呂希亞,呂希亞 (3648) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,24469,40,王正甫,王正甫 (24469) - First son,,0,,,,
x7,y1,22014,40,王端甫,王端甫 (22014) - Second son,,0,,,,
x8,y1,22015,40,王湘,王湘 (22015) - Great-grandson,,0,,,,
