group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y4,8049,-40,韓億,韓億 (8049) - Grandfather,,0,,,,
x5,y4,,0,,,,0,,,,
x6,y4,593,-40,范雍,范雍 (593) - Maternal grandfather,,14,宋,979,1046,科舉: 正奏名進士 (1000)
x7,y4,,0,,,,0,,,,
x4,y3,636,-100,韓絳,韓絳 (636) - Father,,16,宋,1012,1088,科舉: 進士(籠統) (1042)
x5,y3,,0,,,,0,,,,
x6,y3,634,-20,韓縝,韓縝 (634) - Uncle (father's brother),,13,宋,1019,1097,科舉: 進士(籠統) (1042)
x7,y3,8051,-20,韓維,韓維 (8051) - Uncle (father's brother),,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,662,100,韓宗師,韓宗師 (662) - Ego,entry,6,宋,0,1098,科舉: 進士(籠統)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,,0,,,,0,,,,
x5,y1,16764,20,范百歲,范百歲 (16764) - Son-in-law,,0,,,,
x6,y1,,0,,,,0,,,,
x7,y1,,0,,,,0,,,,
