group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y3,20706,-100,趙亞才,趙亞才 (20706) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,1489,60,蘇安世,蘇安世 (1489) - Father-in-law (wife's father),,3,宋,996,1054,科舉: 進士(籠統) (1027)
x7,y3,,0,,,,0,,,,
x4,y2,375,-20,趙抃,趙抃 (375) - Elder brother,,14,宋,1008,1084,科舉: 進士(籠統) (1049)
x5,y2,402,100,趙揚,趙揚 (402) - Ego,entry,7,宋,0,0,科舉: 進士(籠統) (1057)
x6,y2,5020,-80,蘇氏(趙揚妻),蘇氏(趙揚妻) (5020) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,216,20,張諤,張諤 (216) - Son-in-law,,2,宋,,1126,科舉: 進士(籠統) (1115)
x5,y1,,0,,,,0,,,,
x6,y1,3197,40,趙峋,趙峋 (3197) - First son,,0,,,,
x7,y1,351,40,趙岍,趙岍 (351) - Third son,,1,宋,0,0,
