group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,19732,-100,李益,李益 (19732) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,967,60,雷德驤,雷德驤 (967) - Father-in-law (wife's father),,6,宋,918,992,科舉: 進士(籠統) (953)
x7,y3,,0,,,,0,,,,
x3,y2,19735,40,李丕旦,李丕旦 (19735) - Sixth son,,0,,,,
x4,y2,19733,40,李丕緒,李丕緒 (19733) - Fourth son,,0,,,,
x5,y2,1079,100,李士衡,李士衡 (1079) - Ego,entry,8,宋,959,1032,科舉: 進士(籠統) (983)
x6,y2,40890,-80,雷氏(李士衡妻),雷氏(李士衡妻) (40890) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,7357,20,曹琮,曹琮 (7357) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,8133,20,曹利用,曹利用 (8133) - Son-in-law,,0,,,,
x7,y1,3524,40,李丕諒,李丕諒 (3524) - Third son,,0,,,,
