group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,10347,-100,汪洙,汪洙 (10347) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,3615,20,樓璩,樓璩 (3615) - First daughter's husband,,0,,,,
x2,y2,35560,20,汪慧通,汪慧通 (35560) - First daughter,,0,,,,
x3,y2,3228,40,姜棫,姜棫 (3228) - Granddaughter's husband,,0,,,,
x4,y2,10348,-20,汪思齊,汪思齊 (10348) - Younger brother,,0,,,,
x5,y2,1758,100,汪思溫,汪思溫 (1758) - Ego,entry,17,宋,1077,1157,科舉: 進士(籠統) (1112)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,5077,20,汪氏(樓璩妻),汪氏(樓璩妻) (5077) - Daughter,,0,,,,
x2,y1,15649,40,汪大辯,汪大辯 (15649) - Nephew (brother's son),,0,,,,
x3,y1,25804,40,王夢月,王夢月 (25804) - Nephew (brother's son),,0,,,,
x4,y1,17446,40,汪大有,汪大有 (17446) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,63,20,陳膏,陳膏 (63) - Son-in-law,,8,宋,0,0,科舉: 進士(籠統) (1115)
x7,y1,3360,20,向子遇,向子遇 (3360) - Son-in-law,,0,,,,
x8,y1,10349,40,汪大猷,汪大猷 (10349) - Second son,,0,,,,
x9,y1,10354,40,汪大定,汪大定 (10354) - Third son,,0,,,,
