group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y3,,0,,,,0,,,,
x5,y3,7304,-100,呂公綽,呂公綽 (7304) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x4,y2,13099,40,呂,呂 (13099) - Fourth son,,0,,,,
x5,y2,1306,100,呂希道,呂希道 (1306) - Ego,entry,5,宋,1025,1091,科舉學校: 恩賜出身、特賜出身等 (1046)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,3123,20,張埴,張埴 (3123) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,3645,40,呂之問,呂之問 (3645) - First son,,0,,,,
x7,y1,18249,40,呂延問,呂延問 (18249) - Second son,,0,,,,
