group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,7066,60,宋偓,宋偓 (7066) - Father-in-law (wife's father),,0,,,,
x4,y3,13739,-20,張榦,張榦 (13739) - Uncle (father's brother),,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,119953,-20,張幹,張幹 (119953) - Uncle (father's brother),,0,,,,
x7,y3,8157,-100,魏仁浦,魏仁浦 (8157) - Stepfather,,0,,,,
x2,y2,9001,-20,趙匡胤,趙匡胤 (9001) - Wife's sister's husband,,0,,,,
x3,y2,7093,-20,魏咸信,魏咸信 (7093) - Younger half-brother,,0,,,,
x4,y2,13739,-100,張榦,張榦 (13739) - Foster father,,0,,,,
x5,y2,232,100,張遜,張遜 (232) - Ego,entry,11,宋,940,995,軍員轉補
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,13740,40,張敏中,張敏中 (13740) - First son,,0,,,,
x4,y1,13741,40,張虛中,張虛中 (13741) - Second son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,3124,40,張充,張充 (3124) - Grandson,,0,,,,
x7,y1,13742,40,張先,張先 (13742) - Grandson,,0,,,,
