group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,13113,-100,彭衎,彭衎 (13113) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,13117,40,彭漢老,彭漢老 (13117) - Fourth son,,0,,,,
x5,y2,1399,100,彭合,彭合 (1399) - Ego,entry,7,宋,1093,1161,恩蔭: 致仕蔭補
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,3909,20,曾敏恭,曾敏恭 (3909) - Son-in-law,,0,,,,
x4,y1,13114,40,彭楚老,彭楚老 (13114) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,13115,40,彭商老,彭商老 (13115) - Second son,,0,,,,
x7,y1,13116,40,彭周老,彭周老 (13116) - Third son,,0,,,,
x8,y1,13119,40,彭堯輔,彭堯輔 (13119) - Grandson,,0,,,,
