group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y4,,0,,,,0,,,,
x4,y4,1855,-40,王明,王明 (1855) - Great-grandfather,,6,宋,919,991,薦舉 (保任)
x5,y4,,0,,,,0,,,,
x6,y4,1804,-40,王扶,王扶 (1804) - Grandfather,,4,宋,0,0,科舉: 進士(籠統)
x3,y3,,0,,,,0,,,,
x4,y3,21840,-100,王D,王D (21840) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,22250,-100,王師顏,王師顏 (22250) - Father,,0,,,,
x3,y2,2133,-20,王臨,王臨 (2133) - Younger brother,,3,宋,0,0,科舉: 進士(籠統)
x4,y2,1843,-20,王廣廉,王廣廉 (1843) - Younger brother,,3,宋,0,1072,
x5,y2,1844,100,王廣淵,王廣淵 (1844) - Ego,entry,7,宋,,,科舉: 進士(籠統)
x6,y2,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,,0,,,,0,,,,
x5,y1,1891,40,王得君,王得君 (1891) - Son,,1,宋,0,0,科舉學校: 恩賜出身、特賜出身等
x6,y1,,0,,,,0,,,,
