group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,1085,-100,李壽朋,李壽朋 (1085) - Father,,3,宋,0,1071,科舉學校: 恩賜出身、特賜出身等 (1042)
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1009,100,李傳正,李傳正 (1009) - Ego,entry,6,宋,0,0,
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,16818,40,李處權,李處權 (16818) - Nephew (brother's son),,0,,,,
x4,y1,16819,40,李處廉,李處廉 (16819) - Nephew (brother's son),,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,16814,40,李處全,李處全 (16814) - Son,,0,,,,
x7,y1,16815,40,李處端,李處端 (16815) - Son,,0,,,,
x8,y1,16816,40,李處勱,李處勱 (16816) - Son,,0,,,,
