group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y3,,0,,,,0,,,,
x5,y3,820,60,胡令儀,胡令儀 (820) - Father-in-law (wife's father),,3,宋,,,科舉: 明經 (985)
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1231,100,劉淑,劉淑 (1231) - Ego,entry,4,宋,0,0,
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,1202,40,劉誼,劉誼 (1202) - Nephew (brother's son),,2,宋,0,0,科舉: 進士(籠統) (1067)
x5,y1,,0,,,,0,,,,
x6,y1,20279,40,劉定國,劉定國 (20279) - Son,,0,,,,
x7,y1,16184,20,蔣猷,蔣猷 (16184) - Son-in-law,,0,,,,
