group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y3,,0,,,,0,,,,
x5,y3,19144,-100,李在欽,李在欽 (19144) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1060,100,李令珣,李令珣 (1060) - Ego,entry,5,宋,0,0,
x6,y2,40726,-80,白氏(李令珣妻),白氏(李令珣妻) (40726) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,3507,40,李護,李護 (3507) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,19143,20,榮宗範,榮宗範 (19143) - Son-in-law,,0,,,,
x7,y1,1096,40,李迪,李迪 (1096) - Grandson,,23,宋,971,1047,科舉: 正奏名進士 (1005)
