group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y4,17423,-40,王异,王异 (17423) - Great-grandfather,,0,,,,
x3,y4,45895,-40,王異(异),王異(异) (45895) - Great-grandfather,,0,,,,
x4,y4,17425,-40,王寂,王寂 (17425) - Grandfather,,0,,,,
x5,y4,,0,,,,0,,,,
x6,y4,38571,-40,劉氏(王异妻),劉氏(王异妻) (38571) - Great-grandmother,,0,,,,
x7,y4,38573,-40,吳氏(王异妻),吳氏(王异妻) (38573) - Great-grandmother,,0,,,,
x8,y4,38569,-40,趙氏(王寂妻),趙氏(王寂妻) (38569) - Grandmother,,0,,,,
x9,y4,38574,-40,丘氏(王寂妻),丘氏(王寂妻) (38574) - Grandmother,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,17426,-100,王禔,王禔 (17426) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,20093,-100,王禔,王禔 (20093) - Father,,0,,,,
x7,y3,38576,-40,張氏(王禔妻),張氏(王禔妻) (38576) - Mother,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x2,y2,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1908,100,王次翁,王次翁 (1908) - Ego,entry,13,宋,1079,1149,科舉: 正奏名諸科(不含明經、明法) (1104)
x6,y2,38577,-80,趙氏(王次翁妻),趙氏(王次翁妻) (38577) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,17444,40,王伯庠,王伯庠 (17444) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,17445,40,王伯序,王伯序 (17445) - Son,,0,,,,
x7,y1,,0,,,,0,,,,
x8,y1,,0,,,,0,,,,
x9,y1,,0,,,,0,,,,
