group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,21655,-100,蔡希言,蔡希言 (21655) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x1,y2,3859,40,蔡奕,蔡奕 (3859) - Fourth son,,0,,,,
x2,y2,1653,-20,蔡抗,蔡抗 (1653) - Elder brother,,8,宋,1008,1067,科舉: 進士(籠統) (1034)
x3,y2,3992,-20,王演,王演 (3992) - Second wife's father,,0,,,,
x4,y2,3957,-20,王渙,王渙 (3957) - First wife's father,,0,,,,
x5,y2,1661,100,蔡挺,蔡挺 (1661) - Ego,entry,14,宋,1014,1079,科舉: 進士(籠統) (1034)
x6,y2,5119,-20,王氏(蔡挺妻),王氏(蔡挺妻) (5119) - First wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,1663,40,蔡煜,蔡煜 (1663) - Son,,2,宋,0,0,
x4,y1,12109,40,蔡昕,蔡昕 (12109) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,1654,40,蔡朦,蔡朦 (1654) - Second son,,1,宋,0,0,
x7,y1,1660,40,蔡天申,蔡天申 (1660) - Third son,,2,宋,,1074,
x8,y1,1644,40,蔡安持,蔡安持 (1644) - Grandson,,1,宋,0,0,
