group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y3,387,-100,趙晟,趙晟 (387) - Father,,5,宋,0,0,
x5,y3,,0,,,,0,,,,
x6,y3,119711,60,田霖,田霖 (119711) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x4,y2,25457,-20,趙和,趙和 (25457) - Elder brother,,0,,,,
x5,y2,353,100,趙稹,趙稹 (353) - Ego,entry,6,宋,963,1038,科舉: 進士(籠統) (978)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,25459,40,趙師旦,趙師旦 (25459) - Nephew (brother's son),,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,24278,20,晁宗藻,晁宗藻 (24278) - Son-in-law,,0,,,,
x7,y1,24281,20,梁堅,梁堅 (24281) - Son-in-law,,0,,,,
