group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,1133,-100,梁顥,梁顥 (1133) - Father,,11,宋,963,1004,科舉: 進士(籠統) (985)
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x1,y2,18250,40,梁彥通,梁彥通 (18250) - Fourth son,,0,,,,
x2,y2,26531,20,許J,許J (26531) - Niece's husband,,0,,,,
x3,y2,42936,-20,梁氏(洪鼎妻),梁氏(洪鼎妻) (42936) - Elder brother,,0,,,,
x4,y2,1135,-20,梁固,梁固 (1135) - Elder brother,,5,宋,987,1019,科舉: 進士(籠統) (1009)
x5,y2,1137,100,梁適,梁適 (1137) - Ego,entry,11,宋,1000,1069,科舉: 進士(籠統)
x6,y2,46400,-80,任氏(梁適妻),任氏(梁適妻) (46400) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,4145,40,梁彥昌,梁彥昌 (4145) - First son,,0,,,,
x4,y1,18251,40,梁彥明,梁彥明 (18251) - Second son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,18246,40,梁彥回,梁彥回 (18246) - Third son,,0,,,,
x7,y1,7283,40,梁興祖,梁興祖 (7283) - Great-grandson,,0,,,,
