group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,21584,-100,滕保裔,滕保裔 (21584) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1607,100,滕中正,滕中正 (1607) - Ego,entry,6,宋,,,科舉: 舉進士、諸科不第 (957)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,1612,40,滕元晏,滕元晏 (1612) - Son,,1,宋,0,0,科舉: 進士(籠統)
x4,y1,330,20,張雍,張雍 (330) - Son-in-law,,3,宋,939,1008,科舉: 進士(籠統) (973)
x5,y1,,0,,,,0,,,,
x6,y1,21585,40,滕玄錫,滕玄錫 (21585) - First son,,0,,,,
x7,y1,51671,40,滕世寧,滕世寧 (51671) - Second son,,0,,,,
x8,y1,119769,40,滕玄晏,滕玄晏 (119769) - Second son,,0,,,,
