group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,20908,-100,沈平,沈平 (20908) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x1,y2,3266,20,朱延之,朱延之 (3266) - First daughter's husband,,0,,,,
x2,y2,37446,40,沈安禮,沈安禮 (37446) - Sixth son,,0,,,,
x3,y2,37445,40,沈安節,沈安節 (37445) - Fifth son,,0,,,,
x4,y2,37444,40,沈安上,沈安上 (37444) - Fourth son,,0,,,,
x5,y2,1452,100,沈立,沈立 (1452) - Ego,entry,13,宋,,,科舉: 進士(籠統) (1030)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,5027,20,沈氏(朱延之妻),沈氏(朱延之妻) (5027) - Daughter,,0,,,,
x4,y1,45952,20,沈氏(朱延之妻),沈氏(朱延之妻) (45952) - Daughter,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,37441,40,沈安國,沈安國 (37441) - First son,,0,,,,
x7,y1,37442,40,沈安民,沈安民 (37442) - Second son,,0,,,,
x8,y1,37443,40,沈安道,沈安道 (37443) - Third son,,0,,,,
