group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,657,-100,韓綜,韓綜 (657) - Father,,14,宋,1009,1053,科舉: 進士(籠統) (1030)
x6,y3,,0,,,,0,,,,
x2,y2,3801,40,宋昇,宋昇 (3801) - Granddaughter's husband,,0,,,,
x3,y2,1953,-20,文彥博,文彥博 (1953) - Marriage relative,,14,宋,1006,1097,科舉: 進士(籠統) (1027)
x4,y2,559,-20,范純仁,范純仁 (559) - Marriage relative,,22,宋,1027,1101,科舉: 進士(籠統) (1049)
x5,y2,663,100,韓宗道,韓宗道 (663) - Ego,entry,6,宋,1027,1097,科舉: 進士(籠統) (1059)
x6,y2,52536,-80,聶氏(韓宗道妻),聶氏(韓宗道妻) (52536) - Wife,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,,0,,,,0,,,,
x5,y1,3794,20,宋景年,宋景年 (3794) - Son-in-law,,0,,,,
x6,y1,,0,,,,0,,,,
