group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,19584,-100,李憲,李憲 (19584) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x2,y2,19777,-20,李縕,李縕 (19777) - Younger brother,,0,,,,
x3,y2,119847,-20,李绹,李绹 (119847) - Elder brother,,0,,,,
x4,y2,3531,-20,李綯,李綯 (3531) - Elder brother,,0,,,,
x5,y2,1033,100,李絢,李絢 (1033) - Ego,entry,7,宋,1013,1052,科舉: 進士(籠統) (1038)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,989,40,李稷,李稷 (989) - Son,,1,宋,0,0,
x5,y1,,0,,,,0,,,,
x6,y1,391,40,李秬,李秬 (391) - Second son,,1,宋,0,0,
x7,y1,19586,40,李秠,李秠 (19586) - Third son,,0,,,,
