group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y4,,0,,,,0,,,,
x2,y4,,0,,,,0,,,,
x3,y4,,0,,,,0,,,,
x4,y4,8051,-40,韓維,韓維 (8051) - Great-great-grandfather,,0,,,,
x5,y4,,0,,,,0,,,,
x6,y4,632,-20,韓球,韓球 (632) - Grand-uncle (grandfather's brother),,11,宋,,1150,
x7,y4,,0,,,,0,,,,
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,1504,60,蘇師德,蘇師德 (1504) - Father-in-law (wife's father),,11,宋,1098,1177,徵辟
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x1,y2,5087,20,韓復,韓復 (5087) - First daughter,,0,,,,
x2,y2,670,-20,韓元龍,韓元龍 (670) - Elder cousin (paternal),,8,宋,0,0,恩蔭(籠統)
x3,y2,25621,-20,劉允恭,劉允恭 (25621) - Wife's uncle,,0,,,,
x4,y2,25622,-20,劉元善,劉元善 (25622) - Wife's grandfather,,0,,,,
x5,y2,669,100,韓元吉,韓元吉 (669) - Ego,entry,11,宋,1118,1187,恩蔭(籠統)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,386195,20,韓氏(呂祖謙妻2),韓氏(呂祖謙妻2) (386195) - Daughter,,0,,,,
x4,y1,10187,40,韓淲,韓淲 (10187) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,7055,20,呂祖謙,呂祖謙 (7055) - Son-in-law,,0,,,,
x7,y1,14811,20,趙以夫,趙以夫 (14811) - Son-in-law,,0,,,,
