group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,3986,-100,王瀆,王瀆 (3986) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,15752,-20,王冲,王冲 (15752) - Uncle (father's brother),,0,,,,
x2,y2,1785,-20,王陟臣,王陟臣 (1785) - Younger cousin (paternal),,2,宋,0,0,
x3,y2,15753,-20,王純臣,王純臣 (15753) - Younger brother,,0,,,,
x4,y2,1906,-20,王端臣,王端臣 (1906) - Cousin (father's brother's son),,2,宋,0,0,
x5,y2,1919,100,王堯臣,王堯臣 (1919) - Ego,entry,7,宋,1003,1058,科舉: 進士(籠統) (1027)
x6,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,3030,20,戚師道,戚師道 (3030) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,1888,40,王同老,王同老 (1888) - First son,,1,宋,0,0,
