group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1902,100,王祖道,王祖道 (1902) - Ego,entry,5,宋,,1108,科舉: 正奏名進士 (1065)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,2130,40,王孝先,王孝先 (2130) - Son,,1,宋,0,0,
x4,y1,20092,40,王西應,王西應 (20092) - Great-grandson,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,20093,40,王禔,王禔 (20093) - Great-great-grandson,,0,,,,
x7,y1,20094,40,王龍從,王龍從 (20094) - Great-great-grandson,,0,,,,
x8,y1,20095,40,王龍應,王龍應 (20095) - Great-great-grandson,,0,,,,
