group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,13689,-100,陳文餘,陳文餘 (13689) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x2,y2,13701,40,陳偁,陳偁 (13701) - Fifth son,,0,,,,
x3,y2,13700,40,陳偉,陳偉 (13700) - Fourth son,,0,,,,
x4,y2,13690,-20,陳世則,陳世則 (13690) - Younger brother,,0,,,,
x5,y2,78,100,陳世卿,陳世卿 (78) - Ego,entry,10,宋,953,1016,科舉: 進士(籠統) (985)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x2,y1,13697,40,陳儼,陳儼 (13697) - First son,,0,,,,
x3,y1,119531,40,陳南安,陳南安 (119531) - First son,,0,,,,
x4,y1,13698,40,陳侃,陳侃 (13698) - Second son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,13699,40,陳佩,陳佩 (13699) - Third son,,0,,,,
x7,y1,7128,40,陳瓘,陳瓘 (7128) - Grandson,,0,,,,
x8,y1,13708,40,陳彭老,陳彭老 (13708) - Great-great-grandson,,0,,,,
