group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,22042,-100,王居政,王居政 (22042) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,12775,60,曾會,曾會 (12775) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x2,y2,3940,40,王冏,王冏 (3940) - Fifth son,,0,,,,
x3,y2,22203,-20,王弁,王弁 (22203) - Younger brother,,0,,,,
x4,y2,22046,-20,王甲,王甲 (22046) - Elder brother,,0,,,,
x5,y2,1856,100,王平,王平 (1856) - Ego,entry,10,宋,985,1047,科舉: 進士(籠統) (1019)
x6,y2,5136,-80,曾氏,曾氏 (5136) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,22039,20,陳臻古,陳臻古 (22039) - Son-in-law,,0,,,,
x4,y1,3958,40,王回,王回 (3958) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,22043,40,王向,王向 (22043) - Second son,,0,,,,
x7,y1,22045,40,王泌,王泌 (22045) - Grandson,,0,,,,
