group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,10559,-100,薛強立,薛強立 (10559) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,,0,,,,0,,,,
x2,y2,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,806,100,薛弼,薛弼 (806) - Ego,entry,12,宋,1088,1150,科舉: 進士(籠統) (1112)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,10578,40,薛季宣,薛季宣 (10578) - Nephew (brother's son),,0,,,,
x2,y1,10575,20,吳龜年,吳龜年 (10575) - Son-in-law,,0,,,,
x3,y1,18814,40,薛叔淵,薛叔淵 (18814) - First son,,0,,,,
x4,y1,10576,40,薛澤,薛澤 (10576) - Grandson,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,18816,40,薛洽,薛洽 (18816) - Grandson,,0,,,,
x7,y1,18817,40,薛沄,薛沄 (18817) - Grandson,,0,,,,
x8,y1,10580,40,薛師石,薛師石 (10580) - Great-grandson,,0,,,,
x9,y1,10586,40,薛師雍,薛師雍 (10586) - Great-grandson,,0,,,,
