group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y4,,0,,,,0,,,,
x4,y4,20036,-40,李確,李確 (20036) - Great-grandfather,,0,,,,
x5,y4,,0,,,,0,,,,
x6,y4,20037,-40,李譚,李譚 (20037) - Grandfather,,0,,,,
x7,y4,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,20039,-100,李熅,李熅 (20039) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,97241,-100,李運,李運 (97241) - Father,,0,,,,
x7,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,7037,-20,李昌言,李昌言 (7037) - Younger brother,,0,,,,
x5,y2,974,100,李昌齡,李昌齡 (974) - Ego,entry,9,宋,937,1008,科舉: 進士(籠統) (978)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,1037,40,李紘,李紘 (1037) - Nephew (brother's son),,4,宋,0,0,科舉: 進士(籠統) (1008)
x4,y1,1123,40,李虞卿,李虞卿 (1123) - Son,,2,宋,0,0,恩蔭(籠統)
x5,y1,,0,,,,0,,,,
x6,y1,18266,40,李宋卿,李宋卿 (18266) - Son,,0,,,,
x7,y1,24656,40,李質,李質 (24656) - Great-grandson,,0,,,,
