group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,630,-100,韓琦,韓琦 (630) - Father,,24,宋,1008,1075,科舉: 進士(籠統) (1027)
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,17801,-20,韓端彥,韓端彥 (17801) - Younger brother,,0,,,,
x2,y2,7031,-20,韓純彥,韓純彥 (7031) - Younger brother,,0,,,,
x3,y2,656,-20,韓粹彥,韓粹彥 (656) - Younger brother,,6,宋,1065,1118,恩蔭(籠統)
x4,y2,1316,-20,呂公弼,呂公弼 (1316) - First wife's father,,12,宋,1007,1073,科舉學校: 恩賜出身、特賜出身等
x5,y2,644,100,韓忠彥,韓忠彥 (644) - Ego,entry,26,宋,1038,1109,科舉: 進士(籠統)
x6,y2,5036,-20,呂氏(韓忠彥妻),呂氏(韓忠彥妻) (5036) - First wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,3320,40,韓治,韓治 (3320) - First son,,0,,,,
x2,y1,34114,40,韓澡,韓澡 (34114) - Second son,,0,,,,
x3,y1,17799,40,韓浩,韓浩 (17799) - Third son,,0,,,,
x4,y1,646,40,韓肖胄,韓肖胄 (646) - Grandson,,10,宋,,,恩蔭(籠統)
x5,y1,,0,,,,0,,,,
x6,y1,7231,40,韓膺冑,韓膺冑 (7231) - Grandson,,0,,,,
x7,y1,17782,40,韓膚冑,韓膚冑 (17782) - Grandson,,0,,,,
x8,y1,34116,40,韓肯冑,韓肯冑 (34116) - Grandson,,0,,,,
x9,y1,34117,40,韓完冑,韓完冑 (34117) - Grandson,,0,,,,
