group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y4,,0,,,,0,,,,
x4,y4,12422,-40,張裕,張裕 (12422) - Grandfather,,0,,,,
x5,y4,,0,,,,0,,,,
x6,y4,12425,-40,張藏英,張藏英 (12425) - Grandfather,,0,,,,
x7,y4,,0,,,,0,,,,
x8,y4,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,12423,-100,張廷朗,張廷朗 (12423) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,14537,40,陳為,陳為 (14537) - Granddaughter's husband,,0,,,,
x5,y2,279,100,張士遜,張士遜 (279) - Ego,entry,9,宋,964,1049,科舉: 進士(籠統) (992)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,986,20,李昭遘,李昭遘 (986) - Son-in-law,,3,宋,,1059,薦舉 (保任)
x4,y1,1315,20,呂公孺,呂公孺 (1315) - Son-in-law,,8,宋,,,科舉學校: 恩賜出身、特賜出身等
x5,y1,,0,,,,0,,,,
x6,y1,1881,20,王素,王素 (1881) - Son-in-law,,9,宋,1007,1073,科舉學校: 恩賜出身、特賜出身等
x7,y1,326,40,張友直,張友直 (326) - First son,,8,宋,1002,1059,科舉學校: 恩賜出身、特賜出身等 (1032)
x8,y1,12424,40,張友正,張友正 (12424) - Third son,,0,,,,
