group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y3,,0,,,,0,,,,
x5,y3,10203,-100,郭,郭 (10203) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x4,y2,19473,-20,郭由儀,郭由儀 (19473) - Clan nephew,,0,,,,
x5,y2,947,100,郭輔,郭輔 (947) - Ego,entry,5,宋,0,0,科舉: 進士(籠統) (1027)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,26461,40,郭詢,郭詢 (26461) - Nephew (brother's son),,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,10230,40,郭子皋,郭子皋 (10230) - Son,,0,,,,
x7,y1,26954,20,陳綱,陳綱 (26954) - Son-in-law,,0,,,,
