group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y4,,0,,,,0,,,,
x2,y4,,0,,,,0,,,,
x3,y4,,0,,,,0,,,,
x4,y4,,0,,,,0,,,,
x5,y4,12285,-40,蕭扆,蕭扆 (12285) - Great-great-grandfather,,0,,,,
x1,y2,22880,-20,蕭崱,蕭崱 (22880) - 6th generation descendant,,0,,,,
x2,y2,22879,-20,蕭泰來,蕭泰來 (22879) - 6th generation descendant,,0,,,,
x3,y2,12293,-20,蕭蕡,蕭蕡 (12293) - Younger brother,,0,,,,
x4,y2,12292,-20,蕭賀,蕭賀 (12292) - Elder brother,,0,,,,
x5,y2,719,100,蕭貫,蕭貫 (719) - Ego,entry,6,宋,0,0,科舉: 進士(籠統) (1015)
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,,0,,,,0,,,,
x5,y1,12299,40,蕭泳,蕭泳 (12299) - Son,,0,,,,
