group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,18009,60,吳珪,吳珪 (18009) - Father-in-law (wife's father),,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1602,100,唐堯封,唐堯封 (1602) - Ego,entry,6,宋,0,0,科舉: 進士(籠統) (1132)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,17632,40,唐仲義,唐仲義 (17632) - Nephew (brother's son),,0,,,,
x4,y1,17633,40,唐仲展,唐仲展 (17633) - Nephew (brother's son),,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,10010,40,唐仲友,唐仲友 (10010) - Son,,0,,,,
x7,y1,17630,40,唐仲溫,唐仲溫 (17630) - Son,,0,,,,
x8,y1,17631,40,唐仲儀,唐仲儀 (17631) - Son,,0,,,,
