group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,17032,-100,方元修,方元修 (17032) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,7043,60,李文淵,李文淵 (7043) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x2,y2,7085,20,王明清,王明清 (7085) - Second daughter's husband,,0,,,,
x3,y2,17041,20,蘇璉,蘇璉 (17041) - First daughter's husband,,0,,,,
x4,y2,7001,40,常同,常同 (7001) - Granddaughter's husband,,0,,,,
x5,y2,603,100,方滋,方滋 (603) - Ego,entry,10,宋,1102,1172,恩蔭(籠統)
x6,y2,37215,-80,李氏(方滋妻),李氏(方滋妻) (37215) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,3302,40,方導,方導 (3302) - First son,,0,,,,
x4,y1,37214,40,方燮,方燮 (37214) - Second son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,17114,40,方誼,方誼 (17114) - Third son,,0,,,,
x7,y1,35613,40,方叔恭,方叔恭 (35613) - Grandson,,0,,,,
