group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,279,-100,張士遜,張士遜 (279) - Father,,9,宋,964,1049,科舉: 進士(籠統) (992)
x5,y3,,0,,,,0,,,,
x6,y3,1214,60,劉明恕,劉明恕 (1214) - Father-in-law (wife's father),,1,宋,0,0,
x7,y3,,0,,,,0,,,,
x3,y2,3638,20,陸詵,陸詵 (3638) - Betrothed son-in-law,,0,,,,
x4,y2,12424,-20,張友正,張友正 (12424) - Younger brother,,0,,,,
x5,y2,326,100,張友直,張友直 (326) - Ego,entry,8,宋,1002,1059,科舉學校: 恩賜出身、特賜出身等 (1032)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,1572,20,宋彭年,宋彭年 (1572) - Son-in-law,,2,宋,0,0,
x4,y1,1906,20,王端臣,王端臣 (1906) - Son-in-law,,2,宋,0,0,
x5,y1,,0,,,,0,,,,
x6,y1,7053,20,呂誨,呂誨 (7053) - Son-in-law,,0,,,,
x7,y1,7057,20,梅清臣,梅清臣 (7057) - Son-in-law,,0,,,,
