group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y4,,0,,,,0,,,,
x4,y4,20459,-40,柳昉,柳昉 (20459) - Great-grandfather,,0,,,,
x5,y4,,0,,,,0,,,,
x6,y4,20460,-40,柳昌,柳昌 (20460) - Grandfather,,0,,,,
x7,y4,,0,,,,0,,,,
x8,y4,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,1258,-100,柳庭俊,柳庭俊 (1258) - Father,,5,宋,0,1126,科舉: 正奏名進士 (1079)
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,7092,-20,魏憲,魏憲 (7092) - Wife's uncle,,0,,,,
x5,y2,1260,100,柳約,柳約 (1260) - Ego,entry,10,宋,1082,1145,科舉: 進士(籠統) (1109)
x6,y2,44198,-80,魏氏(柳約妻),魏氏(柳約妻) (44198) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,20462,40,柳大韶,柳大韶 (20462) - Nephew (brother's son),,0,,,,
x4,y1,20463,40,柳大雅,柳大雅 (20463) - Nephew (brother's son),,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,44202,40,柳大方,柳大方 (44202) - First son,,0,,,,
x7,y1,1259,40,柳大節,柳大節 (1259) - Second son,,1,宋,0,0,
x8,y1,44205,40,柳大辨,柳大辨 (44205) - Third son,,0,,,,
