group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y4,,0,,,,0,,,,
x5,y4,8150,-40,王化基,王化基 (8150) - Grandfather,,0,,,,
x6,y4,,0,,,,0,,,,
x7,y4,,0,,,,0,,,,
x4,y3,1795,-100,王舉元,王舉元 (1795) - Father,,6,宋,,,科舉學校: 恩賜出身、特賜出身等
x5,y3,,0,,,,0,,,,
x6,y3,8145,-20,王舉正,王舉正 (8145) - Uncle (father's brother),,0,,,,
x7,y3,38343,-20,王舉直,王舉直 (38343) - Uncle (father's brother),,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1773,100,王詔,王詔 (1773) - Ego,entry,6,宋,,,
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,1876,40,王璹,王璹 (1876) - Son,,1,宋,0,0,
x5,y1,,0,,,,0,,,,
x6,y1,3852,20,蔡衢,蔡衢 (3852) - Son-in-law,,0,,,,
x7,y1,,0,,,,0,,,,
