group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,3324,-100,韓耩,韓耩 (3324) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,52544,-40,李氏(韓國華母),李氏(韓國華母) (52544) - Mother,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,630,40,韓琦,韓琦 (630) - Sixth son,,24,宋,1008,1075,科舉: 進士(籠統) (1027)
x2,y2,641,40,韓璩,韓璩 (641) - Fifth son,,6,宋,1002,1042,科舉: 進士(籠統) (1027)
x3,y2,17718,-20,胡覺,胡覺 (17718) - Second wife's father,,0,,,,
x4,y2,1264,-20,羅延吉,羅延吉 (1264) - First wife's father,,2,宋,0,0,
x5,y2,651,100,韓國華,韓國華 (651) - Ego,entry,18,宋,,,科舉: 進士(籠統) (977)
x6,y2,5043,-20,胡氏(韓國華妻),胡氏(韓國華妻) (5043) - Second wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,21961,20,高志寧,高志寧 (21961) - Son-in-law,,0,,,,
x2,y1,17719,40,韓球,韓球 (17719) - First son,,0,,,,
x3,y1,3319,40,韓珫,韓珫 (3319) - Second son,,0,,,,
x4,y1,17724,40,韓瑄,韓瑄 (17724) - Second son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,642,40,韓琚,韓琚 (642) - Third son,,4,宋,989,1040,科舉: 進士(籠統) (1015)
x7,y1,17799,40,韓浩,韓浩 (17799) - Grandson,,0,,,,
x8,y1,668,40,韓寅冑,韓寅冑 (668) - Great-great-grandson,,1,宋,0,0,
x9,y1,7232,40,韓愿冑,韓愿冑 (7232) - Great-great-grandson,,0,,,,
