group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,3083,-100,陳省華,陳省華 (3083) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,1574,60,宋摶,宋摶 (1574) - Father-in-law (wife's father),,3,宋,944,1009,科舉: 正奏名諸科(不含明經、明法) (975)
x7,y3,118924,-40,馮氏(陳堯叟母),馮氏(陳堯叟母) (118924) - Mother,,0,,,,
x3,y2,99,-20,陳堯咨,陳堯咨 (99) - Younger brother,,12,宋,0,0,科舉: 進士(籠統) (1000)
x4,y2,98,-20,陳堯佐,陳堯佐 (98) - Younger brother,,18,宋,963,1044,科舉: 進士(籠統) (989)
x5,y2,97,100,陳堯叟,陳堯叟 (97) - Ego,entry,9,宋,961,1017,科舉: 進士(籠統) (989)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,14384,40,陳漸,陳漸 (14384) - Nephew (brother's son),,0,,,,
x4,y1,3080,40,陳師古,陳師古 (3080) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,14531,40,陳希古,陳希古 (14531) - Second son,,0,,,,
x7,y1,14223,40,陳知言,陳知言 (14223) - Grandson,,0,,,,
