group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,3184,-100,章訪,章訪 (3184) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,344,-20,章得象,章得象 (344) - Uncle (father's brother),,13,宋,978,1048,科舉: 進士(籠統) (1002)
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,,0,,,,0,,,,
x2,y2,12966,40,章縯,章縯 (12966) - Sixth son,,0,,,,
x3,y2,3190,40,章綖,章綖 (3190) - Fifth son,,0,,,,
x4,y2,12968,40,章綰,章綰 (12968) - Fourth son,,0,,,,
x5,y2,345,100,章楶,章楶 (345) - Ego,entry,15,宋,,,恩蔭(籠統)
x6,y2,45110,-80,和氏(章楶妻),和氏(章楶妻) (45110) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,8092,20,劉逵,劉逵 (8092) - Son-in-law,,0,,,,
x2,y1,3189,40,章縡,章縡 (3189) - First son,,0,,,,
x3,y1,12967,40,章綜,章綜 (12967) - Second son,,0,,,,
x4,y1,7159,40,章綡,章綡 (7159) - Third son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,341,40,章藺,章藺 (341) - Grandson,,1,宋,0,0,
x7,y1,343,40,章茇,章茇 (343) - Grandson,,1,宋,0,0,
x8,y1,14012,40,章籍,章籍 (14012) - Grandson,,0,,,,
x9,y1,14104,40,章發,章發 (14104) - Grandson,,0,,,,
