group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y4,,0,,,,0,,,,
x4,y4,,0,,,,0,,,,
x5,y4,16123,-40,蔣宏謹,蔣宏謹 (16123) - Grandfather,,0,,,,
x6,y4,,0,,,,0,,,,
x7,y4,,0,,,,0,,,,
x8,y4,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,16119,-100,蔣九皋,蔣九皋 (16119) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,16139,-20,蔣志行,蔣志行 (16139) - 6th generation descendant,,0,,,,
x5,y2,465,100,蔣堂,蔣堂 (465) - Ego,entry,8,宋,980,1054,科舉: 進士(籠統) (1012)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,461,40,蔣之奇,蔣之奇 (461) - Nephew (brother's son),,10,宋,1031,1104,科舉: 進士(籠統) (1057)
x4,y1,1437,20,邵必,邵必 (1437) - Son-in-law,,4,宋,,,科舉: 正奏名進士 (1038)
x5,y1,,0,,,,0,,,,
x6,y1,7080,20,王景芬,王景芬 (7080) - Son-in-law,,0,,,,
x7,y1,16118,40,蔣長源,蔣長源 (16118) - Third son,,0,,,,
x8,y1,462,40,蔣彝,蔣彝 (462) - Grandson,,9,宋,,,恩蔭: 致仕蔭補
