group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y2,22555,-20,楊允元,楊允元 (22555) - Younger brother,,0,,,,
x3,y2,22554,-20,楊允升,楊允升 (22554) - Elder brother,,0,,,,
x4,y2,4047,-20,楊珂,楊珂 (4047) - Lineal ancestor,,0,,,,
x5,y2,2037,100,楊允恭,楊允恭 (2037) - Ego,entry,5,宋,944,999,軍員轉補
x6,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,2015,40,楊可,楊可 (2015) - First son,,1,宋,0,0,科舉: 正奏名進士 (998)
x5,y1,,0,,,,0,,,,
x6,y1,2018,40,楊告,楊告 (2018) - Second son,,2,宋,0,0,科舉學校: 恩賜出身、特賜出身等 (998)
