group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y4,,0,,,,0,,,,
x2,y4,,0,,,,0,,,,
x3,y4,19144,-40,李在欽,李在欽 (19144) - Great-grandfather,,0,,,,
x4,y4,1060,-40,李令珣,李令珣 (1060) - Grandfather,,5,宋,0,0,
x5,y4,,0,,,,0,,,,
x6,y4,40720,-40,潘氏(李在欽妻),潘氏(李在欽妻) (40720) - Great-grandmother,,0,,,,
x7,y4,40726,-40,白氏(李令珣妻),白氏(李令珣妻) (40726) - Grandmother,,0,,,,
x8,y4,,0,,,,0,,,,
x9,y4,,0,,,,0,,,,
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,3507,-100,李護,李護 (3507) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,19151,-20,李敏之,李敏之 (19151) - Lineal descendant,,0,,,,
x2,y2,3503,40,李孝壽,李孝壽 (3503) - Grand-nephew (brother's grandson),,0,,,,
x3,y2,19670,20,孫復,孫復 (19670) - Niece's husband,,0,,,,
x4,y2,15886,-20,李邁,李邁 (15886) - Brother,,0,,,,
x5,y2,1096,100,李迪,李迪 (1096) - Ego,entry,23,宋,971,1047,科舉: 正奏名進士 (1005)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,1086,40,李肅之,李肅之 (1086) - Nephew (brother's son),,11,宋,1006,1089,恩蔭(籠統)
x2,y1,3479,40,李及之,李及之 (3479) - Nephew (brother's son),,0,,,,
x3,y1,41233,40,李成大,李成大 (41233) - Nephew (brother's son),,0,,,,
x4,y1,41030,40,李柬之,李柬之 (41030) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,3065,20,陳襲古,陳襲古 (3065) - Son-in-law,,0,,,,
x7,y1,3124,20,張充,張充 (3124) - Son-in-law,,0,,,,
x8,y1,3350,20,向絳,向絳 (3350) - Son-in-law,,0,,,,
x9,y1,3987,20,王端,王端 (3987) - Son-in-law,,0,,,,
