group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,15813,-100,上官遜,上官遜 (15813) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1430,100,上官佖,上官佖 (1430) - Ego,entry,5,宋,0,0,
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,3714,40,上官融,上官融 (3714) - Son,,0,,,,
x4,y1,15814,40,上官隆,上官隆 (15814) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,7009,20,錢象先,錢象先 (7009) - Son-in-law,,0,,,,
x7,y1,7304,20,呂公綽,呂公綽 (7304) - Son-in-law,,0,,,,
